No.,Chemical compound,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse
3558,ofloxacin,9.51,97791-27-0,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,4.0,25.0,10.1080/01919512.2013.771530,alcohol,Oxygenated organics
3559,ophthalmic acid,9.84,82147-32-8,CC[C@H](N)C(=O)N(CC(=O)O)C(=O)CC[C@H](N)C(=O)O,10.6,25.0,NIST,alkane,Aliphatic hydrocarbons
3560,ophthalmic acid,9.28,82147-32-8,CC[C@H](N)C(=O)N(CC(=O)O)C(=O)CC[C@H](N)C(=O)O,4.0,25.0,NIST,alkane,Aliphatic hydrocarbons
3561,orbifloxacin,9.84,113617-63-3,C[C@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,7.0,25.0,Zhong et al.,cyclo,Aromatic & PAHs
3562,ornidazole,9.424881637,2389060-45-9,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,,,https://doi.org/10.1021/acs.est.1c05140,alkane,Aliphatic hydrocarbons
3563,ornidazole,9.42,2389060-45-9,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,7.0,25.0,Zhong et al.,alkane,Aliphatic hydrocarbons
3564,orotate ion,9.83,768386-56-7,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1,5.5,25.0,NIST,halogeneted,Halogenated organics
3565,orotate ion,9.81,768386-56-7,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1,5.2,25.0,NIST,halogeneted,Halogenated organics
3566,orotate ion,9.71,768386-56-7,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1,7.0,25.0,NIST,halogeneted,Halogenated organics
3567,orotidine,9.6,9024-62-8,O=C(O)c1cc(=O)[nH]c(=O)n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.0,25.0,NIST,diol,Polyfunctional / highly functionalized
3568,orotidine monophosphate,9.68,9024-62-8,O=C(O)c1cc(=O)[nH]c(=O)n1C1OC(COP(=O)(O)O)C(O)C1O,7.0,25.0,NIST,diol,Polyfunctional / highly functionalized
3569,"osmium(II) tris(2,2'-bipyridine)",10.0,23648-06-8,[Os+2].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,7.0,25.0,NIST,"sulfide, disulfide",Sulfur-containing organics
3570,oxalate ion,8.04,338-70-5,[O-]C(=O)C([O-])=O,8.0,15.0,"Ervens et al., 2003",halogeneted,Halogenated organics
3571,oxalate ion,8.52,338-70-5,[O-]C(=O)C([O-])=O,8.0,35.0,"Ervens et al., 2003",halogeneted,Halogenated organics
3572,oxalate ion,8.2,338-70-5,[O-]C(=O)C([O-])=O,8.0,25.0,"Ervens et al., 2003",halogeneted,Halogenated organics
3573,oxalate ion,8.7,338-70-5,[O-]C(=O)C([O-])=O,8.0,45.0,"Ervens et al., 2003",halogeneted,Halogenated organics
3574,oxalate ion,8.81,338-70-5,[O-]C(=O)C([O-])=O,8.0,55.0,"Ervens et al., 2003",halogeneted,Halogenated organics
3575,oxalate ion,6.89,338-70-5,[O-]C(=O)C([O-])=O,6.0,25.0,"Getoff et al., 1971",halogeneted,Halogenated organics
3576,oxaldehydic acid,8.770852012,445441-27-0,OC(=O)C=O,,,https://doi.org/10.1021/acs.est.1c05112,alcohol,Oxygenated organics
3577,oxalic acid,6.15,6153-56-6,OC(=O)C(O)=O,0.2,25.0,Getoff 1971,alcohol,Oxygenated organics
3578,oxiran-2-ylmethanol,8.672097858,67800-62-8,OCC1CO1,,,https://doi.org/10.1021/acs.est.1c05464,alcohol,Oxygenated organics
3579,oxypurinol,9.7,16220-08-9,O=c1nc2[nH][nH]cc-2c(=O)[nH]1,7.0,25.0,NIST,halogeneted,Halogenated organics
3580,oxytetracycline,9.75,8017-33-2,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,7.0,25.0,10.1016/j.chemosphere.2009.11.024,halogeneted,Halogenated organics
3581,oxytetracycline,9.04,8017-33-2,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)[C-]3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.O.O.[Na+].[Na+],1.0,25.0,NIST,diol,Polyfunctional / highly functionalized
3582,oxytocin,10.11,75511-62-5,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,6.0,25.0,NIST,diol,Polyfunctional / highly functionalized
3583,p-Chlorophenyl-beta-D-glucopyranoside,9.698970004,6032-32-2,OC[C@H]1O[C@@H](Oc2ccc(Cl)cc2)[C@H](O)[C@@H](O)[C@@H]1O,,,https://doi.org/10.1021/acs.est.1c05224,diol,Polyfunctional / highly functionalized
3584,p-Coumaroylputrescine,9.477121255,34136-53-3,NCCCCNC(=O)/C=C/c1ccc(O)cc1,,,https://doi.org/10.1021/acs.est.1c04678,benzene,Aromatic & PAHs
3585,p-Hydroxyphenyl-beta-D-glucopyranoside,9.491361694,497-76-7,OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,,,https://doi.org/10.1021/acs.est.1c04640,diol,Polyfunctional / highly functionalized
3586,p-Methoxyphenyl-beta-D-glucopyranoside,10.0,6032-32-2,COc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,,,https://doi.org/10.1021/acs.est.1c04458,alcohol,Oxygenated organics
3587,p-Nitrophenyl-beta-D-glucopyranoside,9.579783597,2492-87-7,O=[N+]([O-])c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,,,https://doi.org/10.1021/acs.est.1c04770,cyclo,Aromatic & PAHs
3588,p-Tolyl-l-D-glucopyranoside,9.505149978,25320-78-9,Cc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,,,https://doi.org/10.1021/acs.est.1c05682,cyclo,Aromatic & PAHs
3589,p-coumaroylputrescine,9.48,34136-53-3,NCCCCNC(=O)/C=C/c1ccc(O)cc1,7.4,25.0,NIST,benzene,Aromatic & PAHs
3590,p-cresol,10.07918125,106-44-5,CC1=CC=C(C=C1)O,,,https://doi.org/10.1021/acsestengg.5c00405,alkane,Aliphatic hydrocarbons
3591,p-difluorobenzene,10.0,540-36-3,C1=CC(=CC=C1F)F,,,https://doi.org/10.1021/acsestengg.5c00423,halogeneted,Halogenated organics
3592,p-difluorobenzene,10.0,1423-09-2,Fc1ccc(F)cc1,7.0,25.0,"Koester and Asmus, 1973",benzene,Aromatic & PAHs
3593,p-fluorobenzonitrile,9.54,1208078-40-3,Fc1ccc(cc1)C#N,7.0,25.0,"Klever and Schulte-Frohlinde, 1976",halogeneted,Halogenated organics
3594,p-fluorobenzonitrile,9.544068044,1208078-40-3,N#Cc1ccc(F)cc1,,,https://doi.org/10.1021/acs.est.1c05045,benzene,Aromatic & PAHs
3595,p-fluorobenzonitrile,9.544068044,1194-02-1,C1=CC(=CC=C1C#N)F,,,https://doi.org/10.1021/acsestengg.5c00420,halogeneted,Halogenated organics
3596,p-hydroxyphenyl-beta-D-glucopyranoside,9.49,497-76-7,OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,7.0,25.0,Zhong et al.,diol,Polyfunctional / highly functionalized
3597,p-methoxyphenyl-beta-D-glucopyranoside,10.0,6032-32-2,COc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,7.0,25.0,Zhong et al.,alcohol,Oxygenated organics
3598,p-nitroaniline,10.14612804,100-01-6,C1=CC(=CC=C1N)[N+](=O)[O-],,,https://doi.org/10.1021/acsestengg.5c00427,halogeneted,Halogenated organics
3599,p-nitroaniline,10.15,43032-53-7,Nc1ccc(cc1)[N+]([O-])=O,6.0,25.0,"van der Linde, 1977",halogeneted,Halogenated organics
3600,p-tolyl-l-D-glucopyranoside,9.51,25320-78-9,Cc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,7.0,25.0,Zhong et al.,cyclo,Aromatic & PAHs
3601,p-xylene,9.85,106-42-3,Cc1ccc(C)cc1,7.0,25.0,NIST,benzene,Aromatic & PAHs
3602,p-xylene,9.84509804,106-42-3,CC1=CC=C(C=C1)C,,,https://doi.org/10.1021/acsestengg.5c00447,alkane,Aliphatic hydrocarbons
3603,pantothenate ion,9.65,20938-62-9,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-],6.6,25.0,NIST,alkane,Aliphatic hydrocarbons
3604,papain,10.67,9086-65-1,NCCC(=O)NC(Cc1c[nH]cn1)C(=O)O,6.4,25.0,NIST,halogeneted,Halogenated organics
3605,parathion,9.99,97067-68-0,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,7.0,25.0,Zhong et al.,diol,Polyfunctional / highly functionalized
3606,pazelliptine,9.6,65222-35-7,CCN(CC)CCCNc1nccc2c(C)c3[nH]c4ccncc4c3cc12,7.0,25.0,NIST,cyclo,Aromatic & PAHs
3607,pelargonidin,8.65,33978-17-5,Oc1ccc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc1,7.0,25.0,NIST,alcohol,Oxygenated organics
3608,pencillamine disulfide,9.98,113626-33-8,CC(C)(SSC(C)(C)[C@H](N)C(=O)O)[C@H](N)C(=O)O,1.0,25.0,NIST,alkane,Aliphatic hydrocarbons
3609,penicillamine,9.85,1795786-79-6,CC(C)(S)C(N)C(=O)O,1.0,25.0,NIST,alkane,Aliphatic hydrocarbons
3610,penicillamine,9.52,1795786-79-6,CC(C)(S)C(N)C(=O)O,7.4,25.0,NIST,alkane,Aliphatic hydrocarbons
3611,penicillin V,9.94,148680-07-3,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],7.0,25.0,Zhong et al.,"sulfide, disulfide",Sulfur-containing organics
3612,pent-1-en-3-one,9.670245853,38940-35-1,CCC(=O)C=C,,,https://doi.org/10.1021/acs.est.1c05038,alkane,Aliphatic hydrocarbons
3613,penta chloro ethane,7.0,1976/1/7,C(C(Cl)(Cl)Cl)(Cl)Cl,,,https://doi.org/10.1021/acsestengg.5c00236,alkane,Aliphatic hydrocarbons
3614,pentaammine(benzoato)cobalt(III) ion,9.68,22541-63-5,N.N.N.N.N.O=C([O-])c1ccccc1.[Co+3],7.0,25.0,NIST,benzene,Aromatic & PAHs
3615,pentaammine(imidazole)cobalt(III) ion,9.89,22541-63-5,N.N.N.N.N.[Co+3].c1c[nH]cn1,7.0,25.0,NIST,halogeneted,Halogenated organics
3616,pentaammine(isonicotinamide)cobalt(III) ion,8.9,31279-70-6,N.N.N.N.N.NC(=O)c1ccncc1.[Co+3],5.9,25.0,NIST,cyclo,Aromatic & PAHs
3617,pentaammine(isonicotinamide)ruthenium(II) ion,10.15,31279-70-6,N.N.N.N.N.NC(=O)c1ccncc1.[Ru+2],2.3,25.0,NIST,cyclo,Aromatic & PAHs
3618,pentaammine(isonicotinamide)ruthenium(III) ion,10.08,31279-70-6,N.N.N.N.N.NC(=O)c1ccncc1.[Ru+3],3.4,25.0,NIST,cyclo,Aromatic & PAHs
3619,pentaammine(nicotinamide)cobalt(III) ion,9.32,22541-63-5,N.N.N.N.N.NC(=O)c1cccnc1.[Co+3],5.9,25.0,NIST,cyclo,Aromatic & PAHs
3620,pentaammine(pyridine)cobalt(III) ion,8.81,22541-63-5,N.N.N.N.N.[Co+3].c1ccncc1,5.2,25.0,NIST,cyclo,Aromatic & PAHs
3621,pentaammine(pyridine)cobalt(III) ion,8.62,22541-63-5,N.N.N.N.N.[Co+3].c1ccncc1,5.9,25.0,NIST,cyclo,Aromatic & PAHs
3622,pentabromophenoxide ion,9.54,14609-76-8,[O-]c1c(Br)c(Br)c(Br)c(Br)c1Br,8.0,25.0,NIST,benzene,Aromatic & PAHs
3623,pentachloroethane,7.0,2011/1/8,C(C(Cl)(Cl)Cl)(Cl)Cl,6.0,25.0,"Mao et al., 1991",alkane,Aliphatic hydrocarbons
3624,pentachlorophenoxide ion,9.3,1142-64-9,[O-]c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,8.0,25.0,NIST,benzene,Aromatic & PAHs
3625,pentacyano(nitrosyl)chromate(II) ion,9.9,18902-42-6,C#N.C#N.C#N.C#N.C#N.[Cr+2].[N]=O,7.0,25.0,NIST,halogeneted,Halogenated organics
3626,pentacyano(nitrosyl)cobaltate(II) ion,8.08,18902-42-6,C#N.C#N.C#N.C#N.C#N.[Co+2].[N]=O,7.0,25.0,NIST,halogeneted,Halogenated organics
3627,pentacyano(nitrosyl)manganate(II) ion,9.63,18902-42-6,C#N.C#N.C#N.C#N.C#N.[Mg+2].[N]=O,7.0,25.0,NIST,halogeneted,Halogenated organics
3628,pentaerythritol,9.52,65997-11-7,OCC(CO)(CO)CO,9.0,25.0,Anbar 1966,alcohol,Oxygenated organics
3629,pentafluoroacetophenone,9.2,1208078-22-1,CC(=O)C1=C(C(=C(C(=C1F)F)F)F)F,5.9,25.0,"Cohen and Meyerstein, 1976",alkane,Aliphatic hydrocarbons
3630,pentafluoroacetophenone,9.18,1208078-22-1,CC(=O)C1=C(C(=C(C(=C1F)F)F)F)F,7.0,25.0,,alkane,Aliphatic hydrocarbons
3631,pentafluoroacetophenone (PFA),9.176091259,652-29-9,CC(=O)C1=C(C(=C(C(=C1F)F)F)F)F,,,https://doi.org/10.1021/acsestengg.5c00471,alkane,Aliphatic hydrocarbons
3632,pentafluoroaniline,9.98,26672-01-5,C1(=C(C(=C(C(=C1F)F)F)F)F)N,7.0,25.0,NIST,halogeneted,Halogenated organics
3633,pentafluoroaniline,9.98,26672-01-5,FN(F)c1ccc(F)c(F)c1F,7.0,25.0,,benzene,Aromatic & PAHs
3634,pentafluoroaniline,9.982271233,771-60-8,C1(=C(C(=C(C(=C1F)F)F)F)F)N,,,https://doi.org/10.1021/acsestengg.5c00474,halogeneted,Halogenated organics
3635,pentafluorobenzaldehyde,9.301029996,653-37-2,O=Cc1c(F)c(F)c(F)c(F)c1F,,,https://doi.org/10.1021/acs.est.1c05094,benzene,Aromatic & PAHs
3636,pentafluorobenzaldehyde,9.301029996,653-37-2,C(=O)C1=C(C(=C(C(=C1F)F)F)F)F,,,https://doi.org/10.1021/acsestengg.5c00472,alkane,Aliphatic hydrocarbons
3637,pentafluorobenzaldehyde,9.3,653-37-2,Fc1c(F)c(F)c(C=O)c(F)c1F,7.0,25.0,,benzene,Aromatic & PAHs
3638,pentafluorobenzene,9.85,13471-91-5,Fc1cc(F)c(F)c(F)c1F,7.0,25.0,"Koester and Asmus, 1973",benzene,Aromatic & PAHs
3639,pentafluorobenzene,9.84509804,363-72-4,C1=C(C(=C(C(=C1F)F)F)F)F,,,https://doi.org/10.1021/acsestengg.5c00453,halogeneted,Halogenated organics
3640,pentafluorobenzoic acid,9.04,926021-21-8,OC(=O)c1c(F)c(F)c(F)c(F)c1F,7.0,25.0,,alcohol,Oxygenated organics
3641,pentafluorobenzoic acid,9.041392685,602-94-8,C1(=C(C(=C(C(=C1F)F)F)F)F)C(=O)O,,,https://doi.org/10.1021/acsestengg.5c00473,halogeneted,Halogenated organics
3642,pentafluorobenzoic acid,9.041392685,926021-21-8,O=C(O)c1c(F)c(F)c(F)c(F)c1F,,,https://doi.org/10.1021/acs.est.1c04383,benzene,Aromatic & PAHs
3643,pentafluorophenol,9.977723605,771-61-9,C1(=C(C(=C(C(=C1F)F)F)F)F)O,,,https://doi.org/10.1021/acsestengg.5c00475,halogeneted,Halogenated organics
3644,pentafluorophenol,9.98,96157-57-2,Oc1c(F)c(F)c(F)c(F)c1F,7.0,25.0,,alcohol,Oxygenated organics
3645,pentafluorophenoxide ion,9.66,4615-85-4,[O-]c1c(F)c(F)c(F)c(F)c1F,8.0,25.0,NIST,benzene,Aromatic & PAHs
3646,pentamethylbenzene,9.875061263,700-12-9,CC1=CC(=C(C(=C1C)C)C)C,,,https://doi.org/10.1021/acsestengg.5c00454,alkane,Aliphatic hydrocarbons
3647,pentamethylbenzene,9.88,13324-25-9,Cc1cc(C)c(C)c(C)c1C,7.0,25.0,"Sehested et al., 1975",benzene,Aromatic & PAHs
3648,pentan-1-amine,9.84509804,1019568-24-1,CCCCCN,,,https://doi.org/10.1021/acs.est.1c05024,alkane,Aliphatic hydrocarbons
3649,pentan-3-one,9.146128036,109323-28-6,CCC(=O)CC,,,https://doi.org/10.1021/acs.est.1c04515,alkane,Aliphatic hydrocarbons
3650,pentane,9.73,90137-38-5,CCCCC,2.0,25.0,Rudakov 1981,alkane,Aliphatic hydrocarbons
3651,pentane,9.73239376,109-66-0,CCCCC,,,https://doi.org/10.1021/acsestengg.5c00137,alkane,Aliphatic hydrocarbons
3652,pentylazanium,9.67,51325-19-0,CCCCC[NH3+],7.0,25.0,NIST,alkane,Aliphatic hydrocarbons
3653,pentylazanium,9.99,51325-19-0,CCCCC[NH3+],4.0,25.0,NIST,alkane,Aliphatic hydrocarbons
3654,peroxodisulfate ion,6.54,7727-54-0,O=S(=O)([O-])OOS(=O)(=O)[O-],7.0,25.0,NIST,diol,Polyfunctional / highly functionalized
3655,phenethyl alcohol,9.88,107054-74-0,OCCc1ccccc1,7.0,25.0,Zhong et al.,alcohol,Oxygenated organics
3656,phenethylammonium ion,9.99,1629861-75-1,[NH3+]CCc1ccccc1,4.0,25.0,NIST,benzene,Aromatic & PAHs
3657,phenol,9.819543936,108-95-2,C1=CC=C(C=C1)O,,,https://doi.org/10.1021/acsestengg.5c00379,halogeneted,Halogenated organics
3658,phenol,10.26,53379-77-4,Oc1ccccc1,6.5,25.0,"Adames et al., 1965",alcohol,Oxygenated organics
3659,phenol,10.15,53379-77-4,Oc1ccccc1,7.6,25.0,"Land and Ebert, 1967",alcohol,Oxygenated organics
3660,phenol,9.82,53379-77-4,Oc1ccccc1,7.0,25.0,"Field et al., 1982",alcohol,Oxygenated organics
3661,phenolate,9.982271233,31061-59-3,[O-]c1ccccc1,,,https://doi.org/10.1021/acs.est.1c04364,benzene,Aromatic & PAHs
3662,phenolate ion,9.98,31061-59-3,[O-]c1ccccc1,10.7,25.0,NIST,benzene,Aromatic & PAHs
3663,phenoxyacetic acid,10.0,2034154-96-4,OC(=O)COc1ccccc1,7.0,25.0,"Zona et al., 2002",diol,Polyfunctional / highly functionalized
3664,phenoxyacetic acid,10.0,2034154-96-4,O=C(O)COc1ccccc1,,,https://doi.org/10.1021/acs.est.1c04888,alcohol,Oxygenated organics
3665,phenoxyacetic acid,10.0,122-59-8,C1=CC=C(C=C1)OCC(=O)O,,,https://doi.org/10.1021/acsestengg.5c00462,alcohol,Oxygenated organics
3666,phenyl hydroxylamine,10.18,1026710-97-3,ONc1ccccc1,7.0,25.0,"Wigger et al., 1967",benzene,Aromatic & PAHs
3667,phenyl hydroxylamine,10.17609126,100-65-2,C1=CC=C(C=C1)NO,,,https://doi.org/10.1021/acsestengg.5c00394,halogeneted,Halogenated organics
3668,phenyl selenide,10.04,12039-51-9,c1ccc([Se]c2ccccc2)cc1,7.0,25.0,NIST,benzene,Aromatic & PAHs
3669,phenyl-N-tert-butylnitrone,9.89,168021-77-0,CC(C)(C)[N+]([O-])=Cc1ccccc1,7.0,25.0,Zhong et al.,benzene,Aromatic & PAHs
3670,phenylacetate ion,9.9,2243508-19-0,O=C([O-])Cc1ccccc1,7.0,25.0,NIST,benzene,Aromatic & PAHs
3671,phenylethanol,10.04139269,1960/12/8,C1=CC=C(C=C1)CCO,,,https://doi.org/10.1021/acsestengg.5c00397,halogeneted,Halogenated organics
3672,phenylethanol,10.04,1321-27-3,CC(O)c1ccccc1,1.8,25.0,"Snook and Hamilton, 1974",benzene,Aromatic & PAHs
3673,phenylethanol,10.04139269,1321-27-3,CC(O)c1ccccc1,,,https://doi.org/10.1021/acs.est.1c05128,benzene,Aromatic & PAHs
3674,phenylmethanol,9.924279286,67845-63-0,OCc1ccccc1,,,https://doi.org/10.1021/acs.est.1c04370,alcohol,Oxygenated organics
3675,phenylphosphate ion,9.73,17489-61-1,O=P([O-])([O-])Oc1ccccc1,7.0,25.0,NIST,alcohol,Oxygenated organics
3676,phloretate,10.08,23795-02-0,C1=CC(=CC=C1CCC(=O)[O-])O,4.6,25.0,NIST,halogeneted,Halogenated organics
3677,phloretate,10.2,23795-02-0,C1=CC(=CC=C1CCC(=O)[O-])O,11.0,25.0,NIST,halogeneted,Halogenated organics
3678,phloretate,10.36,23795-02-0,C1=CC(=CC=C1CCC(=O)[O-])O,10.6,25.0,NIST,halogeneted,Halogenated organics
3679,phloretate,10.08,23795-02-0,C1=CC(=CC=C1CCC(=O)[O-])O,6.3,25.0,NIST,halogeneted,Halogenated organics
3680,phloroglucinol,10.0,108-73-6,C1=C(C=C(C=C1O)O)O,,,https://doi.org/10.1021/acsestengg.5c00431,halogeneted,Halogenated organics
3681,phloroglucinol,10.0,1329497-24-6,Oc1cc(O)cc(O)c1,5.8,25.0,"Wang et al., 1994",alcohol,Oxygenated organics
3682,phosphorylcholine,8.81,84601-19-4,C=P([O-])(O)OCC[N+](C)(C)C,7.0,25.0,Zhong et al.,alcohol,Oxygenated organics
3683,phosphorylcholine,8.81,84601-19-4,C[N+](C)(C)CCOP(=O)(O)O.[Cl-],7.0,25.0,NIST,phosphorus,Phosphorus-containing organics
3684,phosphoserine,9.3,9030-90-4,N[C@@H](COP(=O)(O)O)C(=O)O,7.0,25.0,NIST,halogeneted,Halogenated organics
3685,picrolam,9.53,,C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N,2.9,24.0,"Haag and Yao, 1992",halogeneted,Halogenated organics
3686,piroxicam,10.23,1261393-52-5,CN1/C(=C(/O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,7.2,25.0,NIST,"sulfide, disulfide",Sulfur-containing organics
3687,pirprofen anion,10.48,31793-07-4,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,7.2,25.0,NIST,benzene,Aromatic & PAHs
3688,polyadenylic acid,9.08,60164-00-3,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,2.0,25.0,NIST,diol,Polyfunctional / highly functionalized
3689,polyadenylic acid,8.97,60164-00-3,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,7.5,25.0,NIST,diol,Polyfunctional / highly functionalized
3690,polyadenylic acid,8.59,60164-00-3,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,7.3,25.0,NIST,diol,Polyfunctional / highly functionalized
3691,polyadenylic acid,9.31,60164-00-3,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,7.0,25.0,NIST,diol,Polyfunctional / highly functionalized
3692,polyadenylic acid,8.74,60164-00-3,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,5.0,25.0,NIST,diol,Polyfunctional / highly functionalized
3693,polycytidylic acid,9.38,86828-71-9,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,7.0,25.0,NIST,halogeneted,Halogenated organics
3694,polyuridylic acid,9.15,28086-43-3,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,7.0,25.0,NIST,diol,Polyfunctional / highly functionalized
3695,"potassium (2S,5R,6R)-3,3-dimethyl-7-oxo-6-[(2-phenoxyacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",9.940018155,55771-83-0,[K+].CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C([O-])=O,,,https://doi.org/10.1021/acs.est.1c05509,"sulfide, disulfide",Sulfur-containing organics
3696,primaquine,10.08,1261393-37-6,COc1cc(NC(C)CCCN)c2ncccc2c1,8.5,25.0,NIST,alcohol,Oxygenated organics
3697,primidone,9.716837723,125-33-7,CCC1(c2ccccc2)C(=O)NCNC1=O,,,https://doi.org/10.1021/acs.est.1c05331,cyclo,Aromatic & PAHs
3698,primidone,9.72,125-33-7,CCC1(c2ccccc2)C(=O)NCNC1=O,7.0,25.0,Zhong et al.,cyclo,Aromatic & PAHs
3699,procainamide,10.15,7699-39-0,CCN(CC)CCNC(=O)c1ccc(N)cc1,7.4,25.0,NIST,benzene,Aromatic & PAHs
3700,proline,8.81,96450-73-6,O=C(O)C1CCCN1,6.8,25.0,NIST,halogeneted,Halogenated organics
3701,proline,8.52,96450-73-6,O=C(O)C1CCCN1,2.0,25.0,NIST,halogeneted,Halogenated organics
3702,proline,8.49,96450-73-6,O=C(O)C1CCCN1,6.9,25.0,NIST,halogeneted,Halogenated organics
3703,promazine,9.57,26928-74-5,CN(C)CCCN1c2ccccc2Sc2ccccc21,5.5,25.0,NIST,"sulfide, disulfide",Sulfur-containing organics
3704,promethazine,9.95,69376-26-7,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,7.0,25.0,NIST,alkane,Aliphatic hydrocarbons
3705,promethazine,9.99,69376-26-7,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,3.5,25.0,NIST,alkane,Aliphatic hydrocarbons
3706,prometone,9.4,1610-18-0,COc1nc(NC(C)C)nc(NC(C)C)n1,7.0,25.0,Shemer 2006,alcohol,Oxygenated organics
3707,prop-1-ene,9.84509804,16325-50-1,CC=C,,,https://doi.org/10.1021/acs.est.1c05210,alkane,Aliphatic hydrocarbons
3708,prop-2-en-1-ol,9.772321707,109240-66-6,OCC=C,,,https://doi.org/10.1021/acs.est.1c04854,alcohol,Oxygenated organics
3709,prop-2-enal,9.84509804,943995-01-5,C=CC=O,,,https://doi.org/10.1021/acs.est.1c04663,halogeneted,Halogenated organics
3710,prop-2-enamide,9.675778342,84769-15-3,NC(=O)C=C,,,https://doi.org/10.1021/acs.est.1c04881,halogeneted,Halogenated organics
3711,prop-2-enoic acid,9.758911892,160648-17-9,OC(=O)C=C,,,https://doi.org/10.1021/acs.est.1c05341,alcohol,Oxygenated organics
3712,propachlor,9.66,2119224-41-6,CC(C)N(C(=O)CCl)c1ccccc1,7.0,25.0,Zhong et al.,benzene,Aromatic & PAHs
3713,propan-2-amine,10.11394335,13296-25-8,CC(C)N,,,https://doi.org/10.1021/acs.est.1c04880,alkane,Aliphatic hydrocarbons
3714,propan-2-one,8.053078443,13656-84-3,CC(C)=O,,,https://doi.org/10.1021/acs.est.1c05213,alkane,Aliphatic hydrocarbons
3715,propan-2-yl acetate,8.653212514,2138001-47-3,CC(C)OC(C)=O,,,https://doi.org/10.1021/acs.est.1c04340,alcohol,Oxygenated organics
3716,propanal,9.342422681,125329-03-5,CCC=O,,,https://doi.org/10.1021/acs.est.1c05633,alkane,Aliphatic hydrocarbons
3717,propanal,9.45,125329-03-5,CCC=O,6.0,25.0,Hesper and Hermann,alkane,Aliphatic hydrocarbons
3718,propanal,9.34,125329-03-5,CCC=O,5.2,25.0,Mezyk 1994,alkane,Aliphatic hydrocarbons
3719,propane,9.46,344239-80-1,CCC,7.0,25.0,Zhong et al.,alkane,Aliphatic hydrocarbons
